-0.0962	-0.0299	
-0.0897	-0.0299	
-0.0833	-0.0299	
-0.0769	-0.0299	
-0.0704	-0.0299	
-0.064	-0.0299	
-0.0575	-0.0299	
-0.0493	-0.0299	
-0.0429	-0.0299	
-0.0364	-0.0299	
-0.0299	-0.0299	
-0.0235	-0.0299	
-0.017	-0.0299	
-0.0106	-0.03	
-0.0041	-0.03	
0.0041	-0.03	
0.0106	-0.03	
0.017	-0.0299	
0.0235	-0.0299	
0.0299	-0.0299	
0.0364	-0.0299	
0.0429	-0.0299	
0.0493	-0.0299	
0.0575	-0.0299	
0.064	-0.0299	
0.0704	-0.0299	
0.0769	-0.0299	
0.0833	-0.0299	
0.0897	-0.0299	
0.0962	-0.0299	
0.1026	-0.0299	
0.1108	-0.0299	
0.1172	-0.0299	
0.1236	-0.0299	
0.13	-0.0299	
0.1364	-0.0299	
0.1428	-0.0298	
0.1492	-0.0298	
0.1556	-0.0298	
-0.1556	-0.0363	
-0.1492	-0.0363	
-0.1428	-0.0363	
-0.1364	-0.0363	
-0.13	-0.0363	
-0.1236	-0.0363	
-0.1172	-0.0363	
-0.1108	-0.0363	
-0.1026	-0.0364	
-0.0962	-0.0364	
-0.0897	-0.0364	
-0.0833	-0.0364	
-0.0769	-0.0364	
-0.0704	-0.0364	
-0.064	-0.0364	
-0.0575	-0.0364	
-0.0493	-0.0364	
-0.0429	-0.0364	
-0.0364	-0.0364	
-0.0299	-0.0364	
-0.0235	-0.0364	
-0.017	-0.0364	
-0.0106	-0.0364	
-0.0041	-0.0364	
0.0041	-0.0364	
0.0106	-0.0364	
0.017	-0.0364	
0.0235	-0.0364	
0.0299	-0.0364	
0.0364	-0.0364	
0.0429	-0.0364	
0.0493	-0.0364	
0.0575	-0.0364	
0.064	-0.0364	
0.0704	-0.0364	
0.0769	-0.0364	
0.0833	-0.0364	
0.0897	-0.0364	
0.0962	-0.0364	
0.1026	-0.0364	
0.1108	-0.0363	
0.1172	-0.0363	
0.1236	-0.0363	
0.13	-0.0363	
0.1364	-0.0363	
0.1428	-0.0363	
0.1492	-0.0363	
0.1556	-0.0363	
-0.1556	-0.0427	
-0.1492	-0.0427	
-0.1428	-0.0427	
-0.1364	-0.0427	
-0.13	-0.0427	
-0.1236	-0.0428	
-0.1172	-0.0428	
-0.1108	-0.0428	
-0.1026	-0.0428	
-0.0962	-0.0428	
-0.0897	-0.0428	
-0.0833	-0.0428	
-0.0768	-0.0428	
-0.0704	-0.0428	
-0.064	-0.0428	
-0.0575	-0.0428	
-0.0493	-0.0429	
-0.0429	-0.0429	
-0.0364	-0.0429	
-0.0299	-0.0429	
-0.0235	-0.0429	
-0.017	-0.0429	
-0.0106	-0.0429	
-0.0041	-0.0429	
0.0041	-0.0429	
0.0106	-0.0429	
0.017	-0.0429	
0.0235	-0.0429	
0.0299	-0.0429	
0.0364	-0.0429	
0.0429	-0.0429	
0.0493	-0.0429	
0.0575	-0.0428	
0.064	-0.0428	
0.0704	-0.0428	
0.0768	-0.0428	
0.0833	-0.0428	
0.0897	-0.0428	
0.0962	-0.0428	
0.1026	-0.0428	
0.1108	-0.0428	
0.1172	-0.0428	
0.1236	-0.0428	
0.13	-0.0427	
0.1364	-0.0427	
0.1428	-0.0427	
0.1492	-0.0427	
0.1556	-0.0427	
-0.1556	-0.0491	
-0.1492	-0.0491	
-0.1428	-0.0492	
-0.1364	-0.0492	
-0.13	-0.0492	
-0.1236	-0.0492	
-0.1172	-0.0492	
-0.1108	-0.0492	
-0.1026	-0.0492	
-0.0962	-0.0493	
-0.0897	-0.0493	
-0.0833	-0.0493	
-0.0768	-0.0493	
-0.0704	-0.0493	
-0.064	-0.0493	
-0.0575	-0.0493	
-0.0493	-0.0493	
-0.0429	-0.0493	
-0.0364	-0.0493	
-0.0299	-0.0493	
-0.0235	-0.0493	
-0.017	-0.0493	
-0.0106	-0.0493	
-0.0041	-0.0493	
0.0041	-0.0493	
0.0106	-0.0493	
0.017	-0.0493	
0.0235	-0.0493	
0.0299	-0.0493	
0.0364	-0.0493	
0.0429	-0.0493	
0.0493	-0.0493	
0.0575	-0.0493	
0.064	-0.0493	
0.0704	-0.0493	
0.0768	-0.0493	
0.0833	-0.0493	
0.0897	-0.0493	
0.0962	-0.0493	
0.1026	-0.0492	
0.1108	-0.0492	
0.1172	-0.0492	
0.1236	-0.0492	
0.13	-0.0492	
0.1364	-0.0492	
0.1428	-0.0492	
0.1492	-0.0491	
0.1556	-0.0491	
-0.1555	-0.0573	
-0.1491	-0.0573	
-0.1427	-0.0573	
-0.1364	-0.0574	
-0.13	-0.0574	
-0.1236	-0.0574	
-0.1172	-0.0574	
-0.1108	-0.0574	
-0.1025	-0.0574	
-0.0961	-0.0574	
-0.0897	-0.0575	
-0.0833	-0.0575	
-0.0768	-0.0575	
-0.0704	-0.0575	
-0.064	-0.0575	
-0.0575	-0.0575	
-0.0493	-0.0575	
-0.0428	-0.0575	
-0.0364	-0.0575	
-0.0299	-0.0575	
-0.0235	-0.0575	
-0.017	-0.0575	
-0.0106	-0.0576	
-0.0041	-0.0576	
0.0041	-0.0576	
0.0106	-0.0576	
0.017	-0.0575	
0.0235	-0.0575	
0.0299	-0.0575	
0.0364	-0.0575	
0.0428	-0.0575	
0.0493	-0.0575	
0.0575	-0.0575	
0.064	-0.0575	
0.0704	-0.0575	
0.0768	-0.0575	
0.0833	-0.0575	
0.0897	-0.0575	
0.0961	-0.0574	
0.1025	-0.0574	
0.1108	-0.0574	
0.1172	-0.0574	
0.1236	-0.0574	
0.13	-0.0574	
0.1364	-0.0574	
0.1427	-0.0573	
0.1491	-0.0573	
0.1555	-0.0573	
-0.1555	-0.0637	
-0.1491	-0.0637	
-0.1427	-0.0638	
-0.1363	-0.0638	
-0.1299	-0.0638	
-0.1235	-0.0638	
-0.1172	-0.0638	
-0.1108	-0.0639	
-0.1025	-0.0639	
-0.0961	-0.0639	
-0.0897	-0.0639	
-0.0833	-0.0639	
-0.0768	-0.0639	
-0.0704	-0.0639	
-0.064	-0.064	
-0.0575	-0.064	
-0.0493	-0.064	
-0.0428	-0.064	
-0.0364	-0.064	
-0.0299	-0.064	
-0.0235	-0.064	
-0.017	-0.064	
-0.0106	-0.064	
-0.0041	-0.064	
0.0041	-0.064	
0.0106	-0.064	
0.017	-0.064	
0.0235	-0.064	
0.0299	-0.064	
0.0364	-0.064	
0.0428	-0.064	
0.0493	-0.064	
0.0575	-0.064	
0.064	-0.064	
0.0704	-0.0639	
0.0768	-0.0639	
0.0833	-0.0639	
0.0897	-0.0639	
0.0961	-0.0639	
0.1025	-0.0639	
0.1108	-0.0639	
0.1172	-0.0638	
0.1235	-0.0638	
0.1299	-0.0638	
0.1363	-0.0638	
0.1427	-0.0638	
0.1491	-0.0637	
0.1555	-0.0637	
-0.1555	-0.0701	
-0.1491	-0.0702	
-0.1427	-0.0702	
-0.1363	-0.0702	
-0.1299	-0.0702	
-0.1235	-0.0703	
-0.1171	-0.0703	
-0.1107	-0.0703	
-0.1025	-0.0703	
-0.0961	-0.0703	
-0.0897	-0.0703	
-0.0832	-0.0703	
-0.0768	-0.0704	
-0.0704	-0.0704	
-0.0639	-0.0704	
-0.0575	-0.0704	
-0.0493	-0.0704	
-0.0428	-0.0704	
-0.0364	-0.0704	
-0.0299	-0.0704	
-0.0235	-0.0704	
-0.017	-0.0704	
-0.0106	-0.0704	
-0.0041	-0.0704	
0.0041	-0.0704	
0.0106	-0.0704	
0.017	-0.0704	
0.0235	-0.0704	
0.0299	-0.0704	
0.0364	-0.0704	
0.0428	-0.0704	
0.0493	-0.0704	
0.0575	-0.0704	
0.0639	-0.0704	
0.0704	-0.0704	
0.0768	-0.0704	
0.0832	-0.0703	
0.0897	-0.0703	
0.0961	-0.0703	
0.1025	-0.0703	
0.1107	-0.0703	
0.1171	-0.0703	
0.1235	-0.0703	
0.1299	-0.0702	
0.1363	-0.0702	
0.1427	-0.0702	
0.1491	-0.0702	
0.1555	-0.0701	
-0.1555	-0.0766	
-0.1491	-0.0766	
-0.1427	-0.0766	
-0.1363	-0.0766	
-0.1299	-0.0767	
-0.1235	-0.0767	
-0.1171	-0.0767	
-0.1107	-0.0767	
-0.1025	-0.0767	
-0.0961	-0.0768	
-0.0897	-0.0768	
-0.0832	-0.0768	
-0.0768	-0.0768	
-0.0704	-0.0768	
-0.0639	-0.0768	
-0.0575	-0.0768	
-0.0493	-0.0768	
-0.0428	-0.0768	
-0.0364	-0.0769	
-0.0299	-0.0769	
-0.0235	-0.0769	
-0.017	-0.0769	
-0.0106	-0.0769	
-0.0041	-0.0769	
0.0041	-0.0769	
0.0106	-0.0769	
0.017	-0.0769	
0.0235	-0.0769	
0.0299	-0.0769	
0.0364	-0.0769	
0.0428	-0.0768	
0.0493	-0.0768	
0.0575	-0.0768	
0.0639	-0.0768	
0.0704	-0.0768	
0.0768	-0.0768	
0.0832	-0.0768	
0.0897	-0.0768	
0.0961	-0.0768	
0.1025	-0.0767	
0.1107	-0.0767	
0.1171	-0.0767	
0.1235	-0.0767	
0.1299	-0.0767	
0.1363	-0.0766	
0.1427	-0.0766	
0.1491	-0.0766	
0.1555	-0.0766	
-0.1555	-0.083	
-0.1491	-0.083	
-0.1427	-0.083	
-0.1363	-0.083	
-0.1299	-0.0831	
-0.1235	-0.0831	
-0.1171	-0.0831	
-0.1107	-0.0831	
-0.1025	-0.0832	
-0.0961	-0.0832	
-0.0896	-0.0832	
-0.0832	-0.0832	
-0.0768	-0.0832	
-0.0703	-0.0832	
-0.0639	-0.0833	
-0.0575	-0.0833	
-0.0493	-0.0833	
-0.0428	-0.0833	
-0.0364	-0.0833	
-0.0299	-0.0833	
-0.0235	-0.0833	
-0.017	-0.0833	
-0.0106	-0.0833	
-0.0041	-0.0833	
0.0041	-0.0833	
0.0106	-0.0833	
0.017	-0.0833	
0.0235	-0.0833	
0.0299	-0.0833	
0.0364	-0.0833	
0.0428	-0.0833	
0.0493	-0.0833	
0.0575	-0.0833	
0.0639	-0.0833	
0.0703	-0.0832	
0.0768	-0.0832	
0.0832	-0.0832	
0.0896	-0.0832	
0.0961	-0.0832	
0.1025	-0.0832	
0.1107	-0.0831	
0.1171	-0.0831	
0.1235	-0.0831	
0.1299	-0.0831	
0.1363	-0.083	
0.1427	-0.083	
0.1491	-0.083	
0.1555	-0.083	
-0.1554	-0.0894	
-0.149	-0.0894	
-0.1426	-0.0894	
-0.1362	-0.0895	
-0.1299	-0.0895	
-0.1235	-0.0895	
-0.1171	-0.0895	
-0.1106	-0.0896	
-0.1025	-0.0896	
-0.0961	-0.0896	
-0.0896	-0.0896	
-0.0832	-0.0896	
-0.0768	-0.0897	
-0.0703	-0.0897	
-0.0639	-0.0897	
-0.0575	-0.0897	
-0.0493	-0.0897	
-0.0428	-0.0897	
-0.0364	-0.0897	
-0.0299	-0.0897	
-0.0235	-0.0897	
-0.017	-0.0897	
-0.0106	-0.0897	
-0.0041	-0.0897	
0.0041	-0.0897	
0.0106	-0.0897	
0.017	-0.0897	
0.0235	-0.0897	
0.0299	-0.0897	
0.0364	-0.0897	
0.0428	-0.0897	
0.0493	-0.0897	
0.0575	-0.0897	
0.0639	-0.0897	
0.0703	-0.0897	
0.0768	-0.0897	
0.0832	-0.0896	
0.0896	-0.0896	
0.0961	-0.0896	
0.1025	-0.0896	
0.1106	-0.0896	
0.1171	-0.0895	
0.1235	-0.0895	
0.1299	-0.0895	
0.1362	-0.0895	
0.1426	-0.0894	
0.149	-0.0894	
0.1554	-0.0894	
-0.1554	-0.0958	
-0.149	-0.0958	
-0.1426	-0.0959	
-0.1362	-0.0959	
-0.1298	-0.0959	
-0.1234	-0.0959	
-0.117	-0.096	
-0.1106	-0.096	
-0.1025	-0.096	
-0.0961	-0.0961	
-0.0896	-0.0961	
-0.0832	-0.0961	
-0.0768	-0.0961	
-0.0703	-0.0961	
-0.0639	-0.0961	
-0.0574	-0.0961	
-0.0493	-0.0962	
-0.0428	-0.0962	
-0.0364	-0.0962	
-0.0299	-0.0962	
-0.0235	-0.0962	
-0.017	-0.0962	
-0.0106	-0.0962	
-0.0041	-0.0962	
0.0041	-0.0962	
0.0106	-0.0962	
0.017	-0.0962	
0.0235	-0.0962	
0.0299	-0.0962	
0.0364	-0.0962	
0.0428	-0.0962	
0.0493	-0.0962	
0.0574	-0.0961	
0.0639	-0.0961	
0.0703	-0.0961	
0.0768	-0.0961	
0.0832	-0.0961	
0.0896	-0.0961	
0.0961	-0.0961	
0.1025	-0.096	
0.1106	-0.096	
0.117	-0.096	
0.1234	-0.0959	
0.1298	-0.0959	
0.1362	-0.0959	
0.1426	-0.0959	
0.149	-0.0958	
0.1554	-0.0958	
-0.1554	-0.1022	
-0.149	-0.1023	
-0.1426	-0.1023	
-0.1362	-0.1023	
-0.1298	-0.1023	
-0.1234	-0.1023	
-0.117	-0.1024	
-0.1106	-0.1024	
-0.1025	-0.1025	
-0.096	-0.1025	
-0.0896	-0.1025	
-0.0832	-0.1025	
-0.0767	-0.1025	
-0.0703	-0.1025	
-0.0639	-0.1025	
-0.0574	-0.1025	
-0.0492	-0.1026	
-0.0428	-0.1026	
-0.0364	-0.1026	
-0.0299	-0.1026	
-0.0235	-0.1026	
-0.017	-0.1026	
-0.0106	-0.1026	
-0.0041	-0.1026	
0.0041	-0.1026	
0.0106	-0.1026	
0.017	-0.1026	
0.0235	-0.1026	
0.0299	-0.1026	
0.0364	-0.1026	
0.0428	-0.1026	
0.0492	-0.1026	
0.0574	-0.1025	
0.0639	-0.1025	
0.0703	-0.1025	
0.0767	-0.1025	
0.0832	-0.1025	
0.0896	-0.1025	
0.096	-0.1025	
0.1025	-0.1025	
0.1106	-0.1024	
0.117	-0.1024	
0.1234	-0.1023	
0.1298	-0.1023	
0.1362	-0.1023	
0.1426	-0.1023	
0.149	-0.1023	
0.1554	-0.1022	
-0.1024	-0.1106	
-0.096	-0.1106	
-0.0896	-0.1106	
-0.0831	-0.1107	
-0.0767	-0.1107	
-0.0703	-0.1107	
-0.0639	-0.1108	
-0.0574	-0.1108	
-0.0492	-0.1108	
-0.0428	-0.1108	
-0.0363	-0.1108	
-0.0299	-0.1108	
-0.0235	-0.1108	
-0.017	-0.1108	
-0.0106	-0.1108	
-0.0041	-0.1108	
0.0041	-0.1108	
0.0106	-0.1108	
0.017	-0.1108	
0.0235	-0.1108	
0.0299	-0.1108	
0.0363	-0.1108	
0.0428	-0.1108	
0.0492	-0.1108	
0.0574	-0.1108	
0.0639	-0.1108	
0.0703	-0.1107	
0.0767	-0.1107	
0.0831	-0.1107	
0.0896	-0.1106	
0.096	-0.1106	
0.1024	-0.1106	
-0.1024	-0.117	
-0.096	-0.117	
-0.0895	-0.1171	
-0.0831	-0.1171	
-0.0767	-0.1171	
-0.0703	-0.1171	
-0.0638	-0.1172	
-0.0574	-0.1172	
-0.0492	-0.1172	
-0.0428	-0.1172	
-0.0363	-0.1172	
-0.0299	-0.1172	
-0.0234	-0.1172	
-0.017	-0.1172	
-0.0106	-0.1172	
-0.0041	-0.1172	
0.0041	-0.1172	
0.0106	-0.1172	
0.017	-0.1172	
0.0234	-0.1172	
0.0299	-0.1172	
0.0363	-0.1172	
0.0428	-0.1172	
0.0492	-0.1172	
0.0574	-0.1172	
0.0638	-0.1172	
0.0703	-0.1171	
0.0767	-0.1171	
0.0831	-0.1171	
0.0895	-0.1171	
0.096	-0.117	
0.1024	-0.117	
-0.1023	-0.1234	
-0.0959	-0.1234	
-0.0895	-0.1235	
-0.0831	-0.1235	
-0.0767	-0.1235	
-0.0703	-0.1235	
-0.0638	-0.1235	
-0.0574	-0.1236	
-0.0492	-0.1236	
-0.0428	-0.1236	
-0.0363	-0.1236	
-0.0299	-0.1236	
-0.0234	-0.1236	
-0.017	-0.1236	
-0.0105	-0.1236	
-0.0041	-0.1236	
0.0041	-0.1236	
0.0105	-0.1236	
0.017	-0.1236	
0.0234	-0.1236	
0.0299	-0.1236	
0.0363	-0.1236	
0.0428	-0.1236	
0.0492	-0.1236	
0.0574	-0.1236	
0.0638	-0.1235	
0.0703	-0.1235	
0.0767	-0.1235	
0.0831	-0.1235	
0.0895	-0.1235	
0.0959	-0.1234	
0.1023	-0.1234	
-0.1023	-0.1298	
-0.0959	-0.1298	
-0.0895	-0.1299	
-0.0831	-0.1299	
-0.0767	-0.1299	
-0.0702	-0.1299	
-0.0638	-0.1299	
-0.0574	-0.13	
-0.0492	-0.13	
-0.0427	-0.13	
-0.0363	-0.13	
-0.0299	-0.13	
-0.0234	-0.13	
-0.017	-0.13	
-0.0105	-0.13	
-0.0041	-0.13	
0.0041	-0.13	
0.0105	-0.13	
0.017	-0.13	
0.0234	-0.13	
0.0299	-0.13	
0.0363	-0.13	
0.0427	-0.13	
0.0492	-0.13	
0.0574	-0.13	
0.0638	-0.1299	
0.0702	-0.1299	
0.0767	-0.1299	
0.0831	-0.1299	
0.0895	-0.1299	
0.0959	-0.1298	
0.1023	-0.1298	
-0.1023	-0.1362	
-0.0959	-0.1362	
-0.0895	-0.1362	
-0.083	-0.1363	
-0.0766	-0.1363	
-0.0702	-0.1363	
-0.0638	-0.1363	
-0.0574	-0.1364	
-0.0492	-0.1364	
-0.0427	-0.1364	
-0.0363	-0.1364	
-0.0299	-0.1364	
-0.0234	-0.1364	
-0.017	-0.1364	
-0.0105	-0.1364	
-0.0041	-0.1364	
0.0041	-0.1364	
0.0105	-0.1364	
0.017	-0.1364	
0.0234	-0.1364	
0.0299	-0.1364	
0.0363	-0.1364	
0.0427	-0.1364	
0.0492	-0.1364	
0.0574	-0.1364	
0.0638	-0.1363	
0.0702	-0.1363	
0.0766	-0.1363	
0.083	-0.1363	
0.0895	-0.1362	
0.0959	-0.1362	
0.1023	-0.1362	
-0.1023	-0.1426	
-0.0959	-0.1426	
-0.0894	-0.1426	
-0.083	-0.1427	
-0.0766	-0.1427	
-0.0702	-0.1427	
-0.0638	-0.1427	
-0.0573	-0.1427	
-0.0492	-0.1428	
-0.0427	-0.1428	
-0.0363	-0.1428	
-0.0298	-0.1428	
-0.0234	-0.1428	
-0.017	-0.1428	
-0.0105	-0.1428	
-0.0041	-0.1428	
0.0041	-0.1428	
0.0105	-0.1428	
0.017	-0.1428	
0.0234	-0.1428	
0.0298	-0.1428	
0.0363	-0.1428	
0.0427	-0.1428	
0.0492	-0.1428	
0.0573	-0.1427	
0.0638	-0.1427	
0.0702	-0.1427	
0.0766	-0.1427	
0.083	-0.1427	
0.0894	-0.1426	
0.0959	-0.1426	
0.1023	-0.1426	
-0.1023	-0.149	
-0.0958	-0.149	
-0.0894	-0.149	
-0.083	-0.1491	
-0.0766	-0.1491	
-0.0702	-0.1491	
-0.0637	-0.1491	
-0.0573	-0.1491	
-0.0491	-0.1492	
-0.0427	-0.1492	
-0.0363	-0.1492	
-0.0298	-0.1492	
-0.0234	-0.1492	
-0.017	-0.1492	
-0.0105	-0.1492	
-0.0041	-0.1492	
0.0041	-0.1492	
0.0105	-0.1492	
0.017	-0.1492	
0.0234	-0.1492	
0.0298	-0.1492	
0.0363	-0.1492	
0.0427	-0.1492	
0.0491	-0.1492	
0.0573	-0.1491	
0.0637	-0.1491	
0.0702	-0.1491	
0.0766	-0.1491	
0.083	-0.1491	
0.0894	-0.149	
0.0958	-0.149	
0.1023	-0.149	
-0.1022	-0.1554	
-0.0958	-0.1554	
-0.0894	-0.1554	
-0.083	-0.1555	
-0.0766	-0.1555	
-0.0701	-0.1555	
-0.0637	-0.1555	
-0.0573	-0.1555	
-0.0491	-0.1556	
-0.0427	-0.1556	
-0.0363	-0.1556	
-0.0298	-0.1556	
-0.0234	-0.1556	
-0.017	-0.1556	
-0.0105	-0.1556	
-0.0041	-0.1556	
0.0041	-0.1556	
0.0105	-0.1556	
0.017	-0.1556	
0.0234	-0.1556	
0.0298	-0.1556	
0.0363	-0.1556	
0.0427	-0.1556	
0.0491	-0.1556	
0.0573	-0.1555	
0.0637	-0.1555	
0.0701	-0.1555	
0.0766	-0.1555	
0.083	-0.1555	
0.0894	-0.1554	
0.0958	-0.1554	
0.1022	-0.1554	
